name,filer_url,filer_id,office,district,party
Kenneth Wade Fredette,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qa4e9pmqh,f_01kd8w6ftve6dak61qa4e9pmqh,Representative,33,Republican
Kerryl Lee Clement,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7ztxa2qsgj,f_01kf4eat87emk8zw7ztxa2qsgj,Representative,96,Republican
Kevin J. Joyce,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw804mb0bv0s,f_01kf4eat87emk8zw804mb0bv0s,Sheriff,-,Democratic
Kevin Lamoreau,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh6gzcvaf37v72qtn1tcx2a7,f_01kh6gzcvaf37v72qtn1tcx2a7,Register of Deeds,-,Democratic
Kevin Nichols,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh6sz6asfe1t60m1q7x7f724,f_01kh6sz6asfe1t60m1q7x7f724,Sheriff,-,Unenrolled
Kevin O'Connell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjsz03trfkqbtb08r512xc5r,f_01kjsz03trfkqbtb08r512xc5r,Senator,10,Democratic
Kiernan I. Majerus-Collins (Special),https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7ztfcjhs70,f_01kf4eat87emk8zw7ztfcjhs70,Representative,94,Democratic
Kiernan Innes Majerus-Collins,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhfe0t2pt,f_01k89h8gcjegf9qpwdhfe0t2pt,Representative,95,Democratic
Kilton McCarthy Webb,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zxm30va2j,f_01kf4eat87emk8zw7zxm30va2j,Representative,98,Democratic
Kimberly J. Pomerleau,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdka2kqzvj,f_01k89h8gcjegf9qpwdka2kqzvj,Senator,22,Republican
Kimberly M. Haggan,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw802wn940m2,f_01kf4eat87emk8zw802wn940m2,Representative,36,Republican
Kirstan Watson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjj5qyg2fbysgzatktjdzzrz,f_01kjj5qyg2fbysgzatktjdzzrz,Representative,140,Democratic
Kristi Mathieson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7nk4vkfw7rjt1kn8fa3bpb,f_01kh7nk4vkfw7rjt1kn8fa3bpb,Representative,151,Democratic
Kristine A. Poland,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyac045ck,f_01kf4eat87emk8zw7zyac045ck,Representative,46,Unenrolled
Kristin Tyra Davis,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8018qdk700,f_01kf4eat87emk8zw8018qdk700,Representative,145,Democratic
Lance Harvell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdg7gtz5vz,f_01k89h8gcjegf9qpwdg7gtz5vz,Senator,5,Republican
Larry C. Dunphy,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8021zhnq1a,f_01kf4eat87emk8zw8021zhnq1a,County Commissioner,5,Unenrolled
Laura Supica,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmrf17wsek9rtc2b6yz3pxwc,f_01kmrf17wsek9rtc2b6yz3pxwc,Representative,22,Democratic
Laurel Libby,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdh7enr653,f_01k89h8gcjegf9qpwdh7enr653,Representative,90,Republican
Lauren Jones,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01krc2bntyfhcr74j27t38mamh,f_01krc2bntyfhcr74j27t38mamh,Representative,112,Republican
Lauren Marie Grenier,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw80697f9je0,f_01kf4eat87emk8zw80697f9je0,Senator,31,Unenrolled
Laurie Osher,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7m1wzbfgsvdw68a98sd02h,f_01kh7m1wzbfgsvdw68a98sd02h,Representative,25,Democratic
"Lawrence E. Bessey, Jr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zxx9kwyxt,f_01kf4eat87emk8zw7zxx9kwyxt,Representative,58,Republican
Lawrence McWilliams,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kt784484e2yr55hr9rws907k,f_01kt784484e2yr55hr9rws907k,Representative,128,Unenrolled
Leo Christopher Kenney,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0caevpcc5g,f_01kd8w6ftweefsxt0caevpcc5g,Senator,8,Republican
Lisa Cesare,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmgt2m43fpvb84k6m6c3dd3m,f_01kmgt2m43fpvb84k6m6c3dd3m,County Commissioner,7,Democratic
Lisa Kalp,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km0ngp4tfg09bt31pa7ectrs,f_01km0ngp4tfg09bt31pa7ectrs,Senator,4,Democratic
Lisa Nelthropp,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjr28q1kfbbv2eyr33jz1nns,f_01kjr28q1kfbbv2eyr33jz1nns,Representative,113,Republican
Lisa Pratt,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3p5h7xfsgt6n1gn650cspf,f_01km3p5h7xfsgt6n1gn650cspf,Representative,135,Democratic
Lloyd C. Herrick,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw803pwknzje,f_01kf4eat87emk8zw803pwknzje,County Commissioner,3,Republican
Lori Kenneson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01ky0d06saeyevqdn47948hjvy,f_01ky0d06saeyevqdn47948hjvy,Representative,5,Democratic
Louis Samuel Pfeifle,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zw65qdny7,f_01kf4eat87emk8zw7zw65qdny7,Representative,104,Unenrolled
Lucy Perkins,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kw9mfgvyevb8f4gmt6wa5cqq,f_01kw9mfgvyevb8f4gmt6wa5cqq,Representative,121,Democratic
Luke Dylan Jensen,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km65r08ae83tjkrbf4dkrev9,f_01km65r08ae83tjkrbf4dkrev9,Representative,96,Democratic
Lynn C Moore,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdj9x14ck9,f_01k89h8gcjegf9qpwdj9x14ck9,Register of Deeds,-,Republican
Lynn Copeland,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7mfdvyf58sxne2fwfn4wa2,f_01kh7mfdvyf58sxne2fwfn4wa2,Representative,130,Democratic
Madison Cook,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw803xgpvaxq,f_01kf4eat87emk8zw803xgpvaxq,Representative,39,Democratic
Maeghan Maloney,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjzv1py3frzry1td6phkgxsd,f_01kjzv1py3frzry1td6phkgxsd,District Attorney,4th Prosecutorial District Attorney (Kennebec/Somerset),Democratic
Mallory Aaren Cook,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0ca3d1pazm,f_01kd8w6ftweefsxt0ca3d1pazm,Representative,149,Democratic
Mana Hared Abdi,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8081x2yahg,f_01kf4eat87emk8zw8081x2yahg,Senator,21,Democratic
Marc Anthony Boisse,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758p8szjznm,f_01k89h8gchec793758p8szjznm,Representative,141,Republican
Marc  Edwards,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkyffse0e8fvh0j2vb3ctmmf,f_01kkyffse0e8fvh0j2vb3ctmmf,Representative,74,Democratic
"Marc G. Malon, II",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhgb4hbsj,f_01k89h8gcjegf9qpwdhgb4hbsj,Representative,133,Democratic
Marc Lessard,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kxdy7w39f6tb6zr045yyn9m1,f_01kxdy7w39f6tb6zr045yyn9m1,Representative,133,Unenrolled
Marcus Mrowka,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7ztkd1wtbg,f_01kf4eat87emk8zw7ztkd1wtbg,Representative,41,Democratic
Margaret Wheeler,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01knhfre61fmxsj9wdkys623sb,f_01knhfre61fmxsj9wdkys623sb,Representative,148,Democratic
Margot Joly,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyd8s7xqb,f_01kf4eat87emk8zw7zyd8s7xqb,Judge of Probate,-,Democratic
Maria Michela Aguilo,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758nk1zc7n6,f_01k89h8gchec793758nk1zc7n6,Governor,-,Republican
Marissa Tasker,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kyq9y3yxf24v3h9y977yerc8,f_01kyq9y3yxf24v3h9y977yerc8,Representative,148,Democratic
Mark C. Cooper,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q8vxx3aea,f_01kd8w6ftve6dak61q8vxx3aea,Representative,107,Republican
Mark Frederick Zimmer,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9w80ws99,f_01kd8w6ftweefsxt0c9w80ws99,Representative,150,Republican
Mark M Babin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbc3xg3rr,f_01kd8w6ftve6dak61qbc3xg3rr,Representative,3,Republican
Mark Vigliotta,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7q8034emg9fjvk15q82v6n,f_01kh7q8034emg9fjvk15q82v6n,Senator,33,Democratic
Mark Walker,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp8tc3b9e5nt1hy5wke20q0c,f_01kp8tc3b9e5nt1hy5wke20q0c,Representative,84,Republican
Marpheen Chann,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0cagpr8s9w,f_01kd8w6ftweefsxt0cagpr8s9w,County Commissioner,5,Democratic
Marshall Archer,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800c5ew0rb,f_01kf4eat87emk8zw800c5ew0rb,Representative,129,Democratic
Marygrace Cimino,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjzt5ea1ezwbdz37q1xy9g2t,f_01kjzt5ea1ezwbdz37q1xy9g2t,Representative,83,Republican
Mary Shannon Lindstrom,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvnk58we98swfgc2j11awmw,f_01khvnk58we98swfgc2j11awmw,Representative,124,Unenrolled
Mathew David McIntyre,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qbnkd1hb6,f_01kd8w6ftve6dak61qbnkd1hb6,Representative,18,Republican
Matthea Elisabeth Larsen Daughtry,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qcqxfx67y,f_01kd8w6ftve6dak61qcqxfx67y,Senator,23,Democratic
Matthew A. Harrington,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw805y20tryt,f_01kf4eat87emk8zw805y20tryt,Senator,33,Republican
Matthew Channing Townsend,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61q91h3rsxa,f_01kd8w6ftve6dak61q91h3rsxa,Representative,67,Democratic
Matthew D. Beck,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw805vf10pr2,f_01kf4eat87emk8zw805vf10pr2,Representative,122,Democratic
Matthew Foster,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkm9ht2af70smsfn808fs5yn,f_01kkm9ht2af70smsfn808fs5yn,Judge of Probate,-,Republican
Matthew James Boucher,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw802jren81e,f_01kf4eat87emk8zw802jren81e,Register of Deeds,-,Republican
Matthew Kershaw,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn4qhkcfejvscbvc5ecegev8,f_01kn4qhkcfejvscbvc5ecegev8,Representative,95,Democratic
Matthew Moonen,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw808fjwwyvg,f_01kf4eat87emk8zw808fjwwyvg,Representative,117,Democratic
Matthew Rush,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjtv7x8tfhr9nytnwdmk0r8t,f_01kjtv7x8tfhr9nytnwdmk0r8t,Representative,7,Democratic
Maura H Pillsbury,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8058t8vv2j,f_01kf4eat87emk8zw8058t8vv2j,Representative,102,Democratic
Maureen AuCoin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khvfbpdmfhkrtc2cnbvvhh7f,f_01khvfbpdmfhkrtc2cnbvvhh7f,Representative,55,Democratic
Meagan Smith,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km3s9e27fjpram52qveyqvkg,f_01km3s9e27fjpram52qveyqvkg,Representative,121,Republican
Melanie Tompkins,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg37dfgfaet6redc3mab962,f_01kmg37dfgfaet6redc3mab962,Representative,6,Democratic
Melissa Byer,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkm9d1tweesv5ym73va5cmta,f_01kkm9d1tweesv5ym73va5cmta,Representative,42,Republican
Melissa L Richardson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zzy1pck3s,f_01kf4eat87emk8zw7zzy1pck3s,Register of Deeds,South,Republican
Melissa Simpson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kyqm50hnfep8p0hvdx0nfr8j,f_01kyqm50hnfep8p0hvdx0nfr8j,Representative,143,Republican
Michael Brayson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkhznfm2f7db6fcen2k3c0ak,f_01kkhznfm2f7db6fcen2k3c0ak,Representative,33,Democratic
Michael Dixon,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh54b61tevxsk81mxvn7kn5r,f_01kh54b61tevxsk81mxvn7kn5r,Representative,119,Democratic
Michael Dougherty,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmnqyzc4ebras5yrcehxzh9f,f_01kmnqyzc4ebras5yrcehxzh9f,Representative,120,Republican
Michael D. Perkins,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw807cwn1fsq,f_01kf4eat87emk8zw807cwn1fsq,Representative,66,Republican
Michael Dubois,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qqnhq6mc,f_01k89h8gchec793758qqnhq6mc,Judge of Probate,-,Republican
Michael Hobart Cunningham II,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kk9gv56zfmtbj2fycfrhe94f,f_01kk9gv56zfmtbj2fycfrhe94f,Representative,13,Democratic
Michael J. Lance,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qd29nz0j1,f_01kd8w6ftve6dak61qd29nz0j1,Representative,79,Republican
Michael J. Nicholson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0c9gjms69h,f_01kd8w6ftweefsxt0c9gjms69h,Representative,39,Republican
Michael L Crabtree,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8086jz93je,f_01kf4eat87emk8zw8086jz93je,Sheriff,-,Republican
Michael Lemelin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zv2tp5t6f,f_01kf4eat87emk8zw7zv2tp5t6f,Representative,53,Republican
Michael R. Scott,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw80106sfc9v,f_01kf4eat87emk8zw80106sfc9v,Senator,20,Democratic
Michael Sweeny Flanagan,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0ca582k5bm,f_01kd8w6ftweefsxt0ca582k5bm,Representative,43,Republican
Michael Tipping,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qc990a1zp,f_01kd8w6ftve6dak61qc990a1zp,Senator,8,Democratic
Michele Meyer,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhzv5nqe1,f_01k89h8gcjegf9qpwdhzv5nqe1,Senator,35,Democratic
Michelle Conners,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkfgm7m1e89bcny8jm7afmr8,f_01kkfgm7m1e89bcny8jm7afmr8,Representative,136,Democratic
Michelle M Kane,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8075cnzrz8,f_01kf4eat87emk8zw8075cnzrz8,County Treasurer,-,Republican
Michelle N Boyer,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw808axh1r8x,f_01kf4eat87emk8zw808axh1r8x,Representative,123,Democratic
Michelle Tucker,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjb5shgnfnvb532es240zj7j,f_01kjb5shgnfnvb532es240zj7j,Representative,54,Republican
Mike Soboleski,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkvep3cxfs3b3k1ksrrxeemq,f_01kkvep3cxfs3b3k1ksrrxeemq,Representative,73,Republican
Monica Cease,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn0664tdf4m8wa4b6vx09jms,f_01kn0664tdf4m8wa4b6vx09jms,County Treasurer,-,Democratic
Monte Sylvester,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kyq8kjjkecjsmr58pc7sfpy8,f_01kyq8kjjkecjsmr58pc7sfpy8,County Treasurer,-,Republican
Morgan Rielly,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7sxtt7fw0tvt9328wemsy2,f_01kh7sxtt7fw0tvt9328wemsy2,Representative,127,Democratic
M. Todd Chretien,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zvf5ykhnx,f_01kf4eat87emk8zw7zvf5ykhnx,Representative,112,Democratic
Nancy Jean Theriault,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftweefsxt0ca9m9pbxn,f_01kd8w6ftweefsxt0ca9m9pbxn,Representative,29,Republican
Nancy McDowell,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01km8ceamnfw98fetr24zx18f2,f_01km8ceamnfw98fetr24zx18f2,Representative,29,Democratic
Nancy McDowell-Special,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmga8ym1fsnbevc5crxez0ks,f_01kmga8ym1fsnbevc5crxez0ks,Representative,29,Democratic
Nancy Theriault - Special,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kmg9gszqekhv6w7gbcf3vr88,f_01kmg9gszqekhv6w7gbcf3vr88,Representative,29,Republican
Natasha C Irving,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800g06pdy9,f_01kf4eat87emk8zw800g06pdy9,District Attorney,6th Prosecutorial District Attorney (Knox/Lincoln/Sagadahoc/Waldo),Democratic
Nathan Burnett,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qa3mq63v9,f_01kd8w6ftve6dak61qa3mq63v9,Senator,22,Democratic
Nathan M. Carlow,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkc6wegzea4vqcpmfpg0bw0q,f_01kkc6wegzea4vqcpmfpg0bw0q,Representative,137,Republican
"Neil McLean, Jr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7tr8dce38sv4fjmxedmhk5,f_01kh7tr8dce38sv4fjmxedmhk5,District Attorney,3rd Prosecutorial District Attorney (Androscoggin/Franklin/Oxford),Republican
Nicholas Alexander,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758nn4zq941,f_01k89h8gchec793758nn4zq941,Representative,58,Republican
Nicolas John Hamlin,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zr42jeg96,f_01kf4eat87emk8zw7zr42jeg96,Representative,49,Republican
Nicole Bambrick,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khc93ecze09s9ats4hwqnnnc,f_01khc93ecze09s9ats4hwqnnnc,Representative,77,Republican
Nicole C Grohoski,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqfqnn445,f_01kf4eat87emk8zw7zqfqnn445,Senator,7,Democratic
Nicole Lynn Kalloch,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qac013eqh,f_01kd8w6ftve6dak61qac013eqh,Senator,12,Unenrolled
Nicole Richards,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kn22cp3te7ytcgn4z598z4zy,f_01kn22cp3te7ytcgn4z598z4zy,Representative,9,Democratic
Nina A Milliken,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zqz59g6j8,f_01kf4eat87emk8zw7zqz59g6j8,Representative,16,Democratic
Nirav Shah,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kd8w6ftve6dak61qb6h6va1w,f_01kd8w6ftve6dak61qb6h6va1w,Governor,-,Democratic
Noah Cobb,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kt1x8q6vfk69266rgkk282a2,f_01kt1x8q6vfk69266rgkk282a2,Representative,148,Unenrolled
Noel Madore,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkc1xtxsecmtcehxbsjgc4by,f_01kkc1xtxsecmtcehxbsjgc4by,County Commissioner,2,Democratic
Noel Madore,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkd4h4baeaz8xsywfmrr5hdn,f_01kkd4h4baeaz8xsywfmrr5hdn,County Commissioner,2,Democratic
Oliver McAvoy,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kjfrekfsfzkvqvt22bfas31z,f_01kjfrekfsfzkvqvt22bfas31z,Representative,138,Democratic
OWEN MCCARTHY,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gcjegf9qpwdhqxyxxe2,f_01k89h8gcjegf9qpwdhqxyxxe2,Governor,-,Republican
Pamela Hart,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh9djw5feztamnr27bf24vqe,f_01kh9djw5feztamnr27bf24vqe,Representative,90,Democratic
Pamela Jo Swift,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw807sffsaz7,f_01kf4eat87emk8zw807sffsaz7,Representative,62,Democratic
Pamela Prodan,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw801f07mckv,f_01kf4eat87emk8zw801f07mckv,County Treasurer,-,Democratic
Parnell Terry,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806fxq18bw,f_01kf4eat87emk8zw806fxq18bw,Representative,108,Democratic
Patricia Smith,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7t3twrfwqr6am2jxjntt0x,f_01kh7t3twrfwqr6am2jxjntt0x,County Commissioner,4,Democratic
PATRICK JUDE,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zscfjaahz,f_01kf4eat87emk8zw7zscfjaahz,Representative,20,Republican
Patrick William Polky,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zyhghg0z6,f_01kf4eat87emk8zw7zyhghg0z6,Sheriff,-,Democratic
Patric Moore,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh539s4bfme84ypgj6b8a2e4,f_01kh539s4bfme84ypgj6b8a2e4,Senator,16,Democratic
Paul Aranson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khbnbbtgf4681txwww1gwdx0,f_01khbnbbtgf4681txwww1gwdx0,Judge of Probate,-,Democratic
Paul Edward Bennett,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zrrrhrcsf,f_01kf4eat87emk8zw7zrrrhrcsf,Senator,34,Unenrolled
Paul R Flynn,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758r62davwz,f_01k89h8gchec793758r62davwz,Representative,63,Republican
Paul R Zimmerman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw8005dqc3vb,f_01kf4eat87emk8zw8005dqc3vb,County Commissioner,1,Republican
"Paul Titcomb Davis, Sr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qe18s4b1,f_01k89h8gchec793758qe18s4b1,County Commissioner,1,Republican
"Paul Titcomb Davis, Sr.",https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758qkmexa7h,f_01k89h8gchec793758qkmexa7h,Senator,4,Republican
Paul Welch,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01khv2qkd5f7dtabfc81a4b496,f_01khv2qkd5f7dtabfc81a4b496,Representative,85,Democratic
Peter G. Violette,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zrnznr7nt,f_01kf4eat87emk8zw7zrnznr7nt,Senator,26,Republican
Peter Ignatius Doyle,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kj8p1t4cf01rrme7ppg7kw4h,f_01kj8p1t4cf01rrme7ppg7kw4h,Senator,28,Republican
Peter J. Southam,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw806q8cn0vd,f_01kf4eat87emk8zw806q8cn0vd,Senator,19,Democratic
Peter Q. Jenks,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zsnpxaas7,f_01kf4eat87emk8zw7zsnpxaas7,Representative,43,Democratic
Peter Wood,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kkhg12r1ecv8813bb40k140m,f_01kkhg12r1ecv8813bb40k140m,Representative,81,Republican
Phillip Wiseman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kp5zh3h1ecgs0qevxk6ez1xw,f_01kp5zh3h1ecgs0qevxk6ez1xw,County Treasurer,-,Republican
Poppy T. Arford,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw800mmx66a2,f_01kf4eat87emk8zw800mmx66a2,Representative,101,Democratic
Quentin Chapman,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01k89h8gchec793758pqbwk2aj,f_01k89h8gchec793758pqbwk2aj,Representative,88,Republican
Rachel A. Henderson,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw803hhs02x0,f_01kf4eat87emk8zw803hhs02x0,Representative,78,Republican
Rachel Mary Phipps,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kf4eat87emk8zw7zs0v5bh6g,f_01kf4eat87emk8zw7zs0v5bh6g,Representative,135,Democratic
Rachel Talbot Ross,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh55v1jrfk5b59sqwet4m1bd,f_01kh55v1jrfk5b59sqwet4m1bd,Senator,28,Democratic
Rafael Macias,https://www.mainecampaignfinancedisclosure.com/public/filers/f_01kh7nbr72f0790xqcqd0hbbb3,f_01kh7nbr72f0790xqcqd0hbbb3,Representative,51,Democratic
