candidate_name,candidate_id,office,district,party,committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,disbursement_description,disbursement_purpose_category,disbursement_date,disbursement_amount,disbursement_type_description,memo_text,line_number_label
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GWI,BIDDEFORD,ME,040059457,TELECOMMUNICATIONS SERVICES,OTHER,2024-04-04,109.47,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SERVICES,OTHER,2024-04-02,28.8,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-03-31,254.27,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,NIKKI FOR CONGRESS,SPRINGFIELD,IL,627055171,CONTRIBUTION,CONTRIBUTIONS,2024-03-29,1000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,FRIENDS OF JAHANA HAYES,WATERBURY,CT,067211487,CONTRIBUTION,CONTRIBUTIONS,2024-03-29,1000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ELECT DEMOCRATIC WOMEN,WASHINGTON,DC,200032140,CONTRIBUTION,CONTRIBUTIONS,2024-03-29,2000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,COMMITTEE TO ELECT JARED GOLDEN,LEWISTON,ME,042437108,CONTRIBUTION,CONTRIBUTIONS,2024-03-29,1000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,CARAVEO FOR CONGRESS,EASTLAKE,CO,806140953,CONTRIBUTION,CONTRIBUTIONS,2024-03-29,1000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-03-27,215.42,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,INTUIT QUICKBOOKS,MOUNTAIN VIEW,CA,940431126,SOFTWARE SERVICES,OTHER,2024-03-25,90.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-03-20,7.99,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KATZ COMPLIANCE LLC,WASHINGTON,DC,200330079,COMPLIANCE SERVICES,OTHER,2024-03-18,574.4,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GWI,BIDDEFORD,ME,040059457,TELECOMMUNICATION SERVICES,OTHER,2024-03-18,356.53,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,VFW,SOUTH PORTLAND,ME,041061705,ADVERTISITING,OTHER,2024-03-15,500.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MARINE TRADE CENTER,PORTLAND,ME,041014633,RENT,ADMINISTRATIVE,2024-03-15,650.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KALIK & ASSOCIATES,BETHESDA,MD,208172454,FUNDRAISING CONSULTING,OTHER,2024-03-15,4000.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ELIAS LAW GROUP,WASHINGTON,DC,200015823,LEGAL SERVICES,OTHER,2024-03-15,331.5,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,COSI,WASHINGTON,DC,200062601,EVENT CATERING,FUNDRAISING,2024-03-13,535.59,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-03-13,15.64,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-03-06,105.08,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SERVICES,OTHER,2024-03-04,26.15,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KATZ COMPLIANCE LLC,WASHINGTON,DC,200330079,COMPLIANCE SERVICES,OTHER,2024-03-01,964.4,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,DCCC,WASHINGTON,DC,200034024,UNLIMITED TRANSFER TO NAT'L PARTY COMMITTEE,CONTRIBUTIONS,2024-02-29,20000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-02-28,266.78,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,INTUIT QUICKBOOKS,MOUNTAIN VIEW,CA,940431126,SOFTWARE SERVICES,OTHER,2024-02-23,90.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-02-22,7.4,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-02-14,20.17,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,UNIVERSITY OF MAINE LAW SCHOOL,PORTLAND,ME,041014110,CATERING,FUNDRAISING,2024-02-12,477.5,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MARINE TRADE CENTER,PORTLAND,ME,041014633,RENT,ADMINISTRATIVE,2024-02-12,650.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MAINE AFL-CIO,AUGUSTA,ME,043307852,ADVERTISING,OTHER,2024-02-12,500.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KALIK & ASSOCIATES,BETHESDA,MD,208172454,FUNDRAISING CONSULTING,OTHER,2024-02-12,4000.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-02-07,172.01,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,"GODADDY.COM, INC.",GILBERT,AZ,852333407,WEBSITE HOSTING,OTHER,2024-02-06,70.32,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SERVICES,OTHER,2024-02-02,24.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-01-31,7.96,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-01-24,13.92,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,INTUIT QUICKBOOKS,MOUNTAIN VIEW,CA,940431126,SOFTWARE SERVICES,OTHER,2024-01-23,90.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,UNITED STATES POSTAL SERVICE,PORTLAND,ME,041013359,POSTAGE,ADMINISTRATIVE,2024-01-19,67.2,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-01-18,9.02,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,"NOBLE, MARK",SOUTHPORT,CT,068901004,DIGITAL CONSULTING,OTHER,2024-01-16,4500.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,NGP VAN INC,WASHINGTON,DC,200052134,SOFTWARE SERVICES,OTHER,2024-01-16,4350.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MARINE TRADE CENTER,PORTLAND,ME,041014633,RENT,ADMINISTRATIVE,2024-01-16,650.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KATZ COMPLIANCE LLC,WASHINGTON,DC,200330079,COMPLIANCE SERVICES,OTHER,2024-01-16,708.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KALIK & ASSOCIATES,BETHESDA,MD,208172454,FUNDRAISING CONSULTING,OTHER,2024-01-16,3000.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,UNITED STATES POSTAL SERVICE,PORTLAND,ME,041013359,POSTAGE,ADMINISTRATIVE,2024-01-12,66.9,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,BECKY'S DINER,PORTLAND,ME,041014610,FOOD & BEVERAGE,OTHER,2024-01-12,106.58,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2024-01-10,16.24,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,UNITED STATES POSTAL SERVICE,PORTLAND,ME,041013359,POSTAGE,ADMINISTRATIVE,2024-01-03,13.79,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,SISTERS GOURMET DELI,PORTLAND,ME,041014023,FOOD & BEVERAGE,OTHER,2024-01-03,335.94,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,SISTERS GOURMET DELI,PORTLAND,ME,041014023,FOOD & BEVERAGE,OTHER,2024-01-03,335.94,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SERVICES,OTHER,2024-01-02,24.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-12-31,332.44,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-12-31,12.13,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-12-28,83.42,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GWI,BIDDEFORD,ME,040059457,TELECOMMUNICATION SERVICES,OTHER,2023-12-27,219.98,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,DOORDASH,SAN FRANCISCO,CA,941053607,FOOD & BEVERAGE,OTHER,2023-12-27,228.87,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,INTUIT QUICKBOOKS,MOUNTAIN VIEW,CA,940431126,SOFTWARE SERVICES,OTHER,2023-12-26,90.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-12-26,37.05,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-12-26,4.17,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-12-26,3.3,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,P SQUARED BAR EVENTS,UPPER MARLBORO,MD,207748472,CATERING,FUNDRAISING,2023-12-18,825.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,UNITED STATES POSTAL SERVICE,PORTLAND,ME,041013359,POSTAGE,ADMINISTRATIVE,2023-12-15,66.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,NGP VAN INC,WASHINGTON,DC,200052134,SOFTWARE SERVICES,OTHER,2023-12-12,4350.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KATZ COMPLIANCE LLC,WASHINGTON,DC,200330079,COMPLIANCE SERVICES,OTHER,2023-12-12,253.6,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MAINE DEMOCRATIC STATE COMMITTEE,AUGUSTA,ME,043325258,UNLIMITED TRANSFER TO STATE PARTY COMMITTEE,TRANSFERS,2023-12-11,10000.0,TRANSFER OUT AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,WASHINGTON,DC,200330079,CONTRIBUTION,CONTRIBUTIONS,2023-12-11,5000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,P SQUARED BAR EVENTS,UPPER MARLBORO,MD,207748472,CATERING,FUNDRAISING,2023-12-07,825.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MARINE TRADE CENTER,PORTLAND,ME,041014633,RENT,ADMINISTRATIVE,2023-12-07,650.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KALIK & ASSOCIATES,BETHESDA,MD,208172454,FUNDRAISING CONSULTING,OTHER,2023-12-07,3000.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SERVICES,OTHER,2023-12-04,24.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MAINE DEMOCRATIC STATE COMMITTEE,AUGUSTA,ME,043325258,UNLIMITED TRANSFER TO STATE PARTY COMMITTEE,TRANSFERS,2023-11-28,10000.0,TRANSFER OUT AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,DCCC,WASHINGTON,DC,200034024,UNLIMITED TRANSFER TO NAT'L PARTY COMMITTEE,TRANSFERS,2023-11-28,10000.0,TRANSFER OUT AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-11-27,1.19,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-11-27,69.22,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,INTUIT QUICKBOOKS,MOUNTAIN VIEW,CA,940431126,SOFTWARE SERVICES,OTHER,2023-11-24,90.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KATZ COMPLIANCE LLC,WASHINGTON,DC,200330079,COMPLIANCE SERVICES,OTHER,2023-11-20,1134.4,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MARINE TRADE CENTER,PORTLAND,ME,041014633,RENT,ADMINISTRATIVE,2023-11-17,650.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KALIK & ASSOCIATES,BETHESDA,MD,208172454,FUNDRAISING CONSULTING,OTHER,2023-11-17,3000.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KATZ COMPLIANCE LLC,WASHINGTON,DC,200330079,COMPLIANCE SERVICES,OTHER,2023-11-16,660.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-11-15,19.24,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-11-15,17.98,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-11-15,4.67,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SERVICES,OTHER,2023-11-02,24.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,DCCC,WASHINGTON,DC,200034024,UNLIMITED TRANSFER TO NAT'L PARTY COMMITTEE,TRANSFERS,2023-10-31,25000.0,TRANSFER OUT AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,INTUIT QUICKBOOKS,MOUNTAIN VIEW,CA,940431126,SOFTWARE SERVICES,OTHER,2023-10-23,90.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-10-23,10.11,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-10-23,264.75,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,"DELTA AIR LINES, INC",ATLANTA,GA,303206001,TRAVEL EXPENSES,MATERIALS,2023-10-16,513.9,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MARY PELTOLA FOR ALASKA,ANCHORAGE,AK,995210014,CONTRIBUTION,CONTRIBUTIONS,2023-10-13,500.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-10-13,13.07,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,"DELTA AIR LINES, INC",ATLANTA,GA,303206001,TRAVEL EXPENSES,MATERIALS,2023-10-10,393.9,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,AMERICAN AIRLINES,FORT WORTH,TX,761552605,TRAVEL EXPENSES,MATERIALS,2023-10-10,420.9,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GWI,BIDDEFORD,ME,040059457,TELECOMMUNICATION SERVICES,OTHER,2023-10-04,109.47,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,MARINE TRADE CENTER,PORTLAND,ME,041014633,RENT,ADMINISTRATIVE,2023-10-03,1300.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KALIK & ASSOCIATES,BETHESDA,MD,208172454,FUNDRAISING CONSULTING,OTHER,2023-10-03,3000.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,GOOGLE,MOUNTAIN VIEW,CA,940431351,SOFTWARE SERVICES,OTHER,2023-10-02,24.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-09-30,202.87,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-09-30,4.1,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-09-30,4.03,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ERIC SORENSEN FOR ILLINOIS,MOLINE,IL,612661172,CONTRIBUTION,CONTRIBUTIONS,2023-09-29,500.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,DR KIM SCHRIER FOR CONGRESS,ISSAQUAH,WA,980270125,CONTRIBUTION,CONTRIBUTIONS,2023-09-29,1000.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ANDREA SALINAS FOR OREGON,TIGARD,OR,972810985,CONTRIBUTION,CONTRIBUTIONS,2023-09-29,500.0,CONTRIBUTION MADE TO NON-AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,DCCC,WASHINGTON,DC,200034024,UNLIMITED TRANSFER TO NAT'L PARTY COMMITTEE,TRANSFERS,2023-09-27,10000.0,TRANSFER OUT AFFILIATED,,Other Disbursements
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,INTUIT QUICKBOOKS,MOUNTAIN VIEW,CA,940431126,SOFTWARE SERVICES,OTHER,2023-09-25,90.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-09-25,220.68,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,CREDIT CARD PROCESSING FEES,OTHER,2023-09-25,4.66,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,D STREET EVENTS LLC,WASHINGTON,DC,200034067,ROOM RENTAL FOR EVENT,ADMINISTRATIVE,2023-09-22,300.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,HUNGRY MARKETPLACE,ARLINGTON,VA,222031628,CATERING,FUNDRAISING,2023-09-20,731.23,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,KATZ COMPLIANCE LLC,WASHINGTON,DC,200330079,COMPLIANCE SERVICES,OTHER,2023-09-18,448.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,UNITED STATES POSTAL SERVICE,PORTLAND,ME,041013359,PO BOX RENTAL,ADMINISTRATIVE,2023-09-15,430.0,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,ELIAS LAW GROUP,WASHINGTON,DC,200015823,LEGAL SERVICES,OTHER,2023-09-15,331.5,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,"NOBLE, MARK",SOUTHPORT,CT,068901004,WEBSITE HOSTING,OTHER,2023-09-08,369.97,,,Operating Expenditures
"PINGREE, CHELLIE M",H8ME01120,House,01,DEMOCRATIC PARTY,C00433391,"NOBLE, MARK",SOUTHPORT,CT,068901004,INTERNET CONSULTING,OTHER,2023-09-08,3000.0,,,Operating Expenditures
