candidate_name,candidate_id,office,district,committee_id,report_type,report_year,coverage_start_date,coverage_end_date,receipt_date,total_receipts,total_disbursements,cash_on_hand,pdf_url,document_description
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-11-01T00:00:00,,,,https://docquery.fec.gov/pdf/144/202211019546695144/202211019546695144.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-GENERAL,2022,2022-10-01,2022-10-19,2022-10-27T00:00:00,12836.7,134389.64,472772.18,https://docquery.fec.gov/pdf/346/202210279541992346/202210279541992346.pdf,PRE-GENERAL 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2022,2022-07-01,2022-09-30,2022-10-15T00:00:00,108459.87,129978.45,594325.12,https://docquery.fec.gov/pdf/822/202210159532790822/202210159532790822.pdf,OCTOBER QUARTERLY 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2022,2022-05-26,2022-06-30,2022-07-15T00:00:00,68500.23,5452.8,615843.7,https://docquery.fec.gov/pdf/198/202207159518589198/202207159518589198.pdf,JULY QUARTERLY 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-11T00:00:00,,,,https://docquery.fec.gov/pdf/104/202206119514849104/202206119514849104.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-10T00:00:00,,,,https://docquery.fec.gov/pdf/517/202206109514841517/202206109514841517.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-08T00:00:00,,,,https://docquery.fec.gov/pdf/425/202206089514799425/202206089514799425.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-08T00:00:00,,,,https://docquery.fec.gov/pdf/042/202206089514812042/202206089514812042.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-06-03T00:00:00,,,,https://docquery.fec.gov/pdf/410/202206039514709410/202206039514709410.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-PRIMARY,2022,2022-04-01,2022-05-25,2022-06-02T00:00:00,39565.54,74614.68,552796.27,https://docquery.fec.gov/pdf/187/202206029514670187/202206029514670187.pdf,PRE-PRIMARY 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2022,,,2022-05-31T00:00:00,,,,https://docquery.fec.gov/pdf/454/202205319514503454/202205319514503454.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2022,2022-01-01,2022-03-31,2022-04-15T00:00:00,62786.74,57984.45,587845.41,https://docquery.fec.gov/pdf/464/202204159496277464/202204159496277464.pdf,APRIL QUARTERLY 2022
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2021,2021-10-01,2021-12-31,2022-01-31T00:00:00,64019.78,21913.92,583043.12,https://docquery.fec.gov/pdf/411/202201319485177411/202201319485177411.pdf,YEAR-END 2021
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2021,2021-07-01,2021-09-30,2021-10-15T00:00:00,60415.94,26957.56,540937.26,https://docquery.fec.gov/pdf/819/202110159467509819/202110159467509819.pdf,OCTOBER QUARTERLY 2021
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2021,2021-04-01,2021-06-30,2021-07-15T00:00:00,63865.24,28923.08,507478.88,https://docquery.fec.gov/pdf/397/202107159451538397/202107159451538397.pdf,JULY QUARTERLY 2021
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2021,2021-01-01,2021-03-31,2021-04-15T00:00:00,42156.22,16277.66,472536.72,https://docquery.fec.gov/pdf/008/202104159443518008/202104159443518008.pdf,APRIL QUARTERLY 2021
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2020,2020-11-24,2020-12-31,2021-01-27T00:00:00,5236.1,12661.81,446658.16,https://docquery.fec.gov/pdf/816/202101279413437816/202101279413437816.pdf,YEAR-END 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2020,2020-10-15,2020-11-23,2021-01-08T00:00:00,63109.38,33579.84,454083.87,https://docquery.fec.gov/pdf/874/202101089398305874/202101089398305874.pdf,POST-GENERAL 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2020,2020-10-15,2020-11-23,2020-12-14T00:00:00,,,,https://docquery.fec.gov/pdf/641/202012150300095641/202012150300095641.pdf,RFAI: POST-GENERAL 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2020,2020-10-15,2020-11-23,2020-12-03T00:00:00,63109.38,33579.84,454083.87,https://docquery.fec.gov/pdf/442/202012039341268442/202012039341268442.pdf,POST-GENERAL 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-30T00:00:00,,,,https://docquery.fec.gov/pdf/421/202010309336669421/202010309336669421.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-28T00:00:00,,,,https://docquery.fec.gov/pdf/330/202010289336633330/202010289336633330.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-27T00:00:00,,,,https://docquery.fec.gov/pdf/111/202010279336589111/202010279336589111.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-24T00:00:00,,,,https://docquery.fec.gov/pdf/170/202010249336508170/202010249336508170.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-GENERAL,2020,2020-10-01,2020-10-14,2020-10-22T00:00:00,12843.55,9719.37,424554.33,https://docquery.fec.gov/pdf/047/202010229332678047/202010229332678047.pdf,PRE-GENERAL 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-21T00:00:00,,,,https://docquery.fec.gov/pdf/160/202010219326764160/202010219326764160.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-19T00:00:00,,,,https://docquery.fec.gov/pdf/873/202010199297202873/202010199297202873.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-10-17T00:00:00,,,,https://docquery.fec.gov/pdf/653/202010179297142653/202010179297142653.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2020,2020-07-01,2020-09-30,2020-10-15T00:00:00,102273.66,30108.87,421430.15,https://docquery.fec.gov/pdf/140/202010159294748140/202010159294748140.pdf,OCTOBER QUARTERLY 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2020,2020-06-25,2020-06-30,2020-07-15T00:00:00,21300.96,2228.81,349265.36,https://docquery.fec.gov/pdf/483/202007159244838483/202007159244838483.pdf,JULY QUARTERLY 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-08T00:00:00,,,,https://docquery.fec.gov/pdf/769/202007089244368769/202007089244368769.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-02T00:00:00,,,,https://docquery.fec.gov/pdf/516/202007029244237516/202007029244237516.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-PRIMARY,2020,2020-04-01,2020-06-24,2020-07-02T00:00:00,34614.53,22118.95,330193.21,https://docquery.fec.gov/pdf/136/202007029244237136/202007029244237136.pdf,PRE-PRIMARY 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-01T00:00:00,,,,https://docquery.fec.gov/pdf/014/202007019244228014/202007019244228014.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-06-27T00:00:00,,,,https://docquery.fec.gov/pdf/254/202006279244219254/202006279244219254.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2020,2020-01-01,2020-03-31,2020-04-15T00:00:00,58291.24,40169.07,317697.63,https://docquery.fec.gov/pdf/942/202004159219146942/202004159219146942.pdf,APRIL QUARTERLY 2020
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2019,2019-10-01,2019-12-31,2020-01-29T00:00:00,61145.06,40093.72,299575.46,https://docquery.fec.gov/pdf/133/202001299182371133/202001299182371133.pdf,YEAR-END 2019
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2019,2019-07-01,2019-09-30,2019-10-15T00:00:00,57221.39,25295.57,278524.12,https://docquery.fec.gov/pdf/632/201910159163896632/201910159163896632.pdf,OCTOBER QUARTERLY 2019
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2019,2019-04-01,2019-06-30,2019-07-15T00:00:00,56469.87,42149.26,246598.3,https://docquery.fec.gov/pdf/750/201907159150612750/201907159150612750.pdf,JULY QUARTERLY 2019
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2019,2019-01-01,2019-03-31,2019-04-15T00:00:00,26454.77,18545.99,232277.69,https://docquery.fec.gov/pdf/688/201904159146132688/201904159146132688.pdf,APRIL QUARTERLY 2019
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,,2019,,,2019-03-08T00:00:00,,,,https://docquery.fec.gov/pdf/296/201903089145646296/201903089145646296.pdf,Miscellaneous Report to FEC 2019
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2018,2018-10-18,2018-11-26,2019-02-28T00:00:00,,,,https://docquery.fec.gov/pdf/257/201902280300034257/201902280300034257.pdf,RFAI: POST-GENERAL 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2018,2018-11-27,2018-12-31,2019-01-31T00:00:00,2898.81,13448.04,224368.91,https://docquery.fec.gov/pdf/058/201901319144293058/201901319144293058.pdf,YEAR-END 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2018,2018-10-18,2018-11-26,2018-12-05T00:00:00,56165.11,100129.48,234918.14,https://docquery.fec.gov/pdf/137/201812059134097137/201812059134097137.pdf,POST-GENERAL 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-11-10T00:00:00,,,,https://docquery.fec.gov/pdf/142/201811109133644142/201811109133644142.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-10-31T00:00:00,,,,https://docquery.fec.gov/pdf/982/201810319133566982/201810319133566982.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-10-27T00:00:00,,,,https://docquery.fec.gov/pdf/570/201810279133547570/201810279133547570.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-GENERAL,2018,2018-10-01,2018-10-17,2018-10-25T00:00:00,48831.92,104564.96,278882.51,https://docquery.fec.gov/pdf/827/201810259133329827/201810259133329827.pdf,PRE-GENERAL 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-10-25T00:00:00,,,,https://docquery.fec.gov/pdf/189/201810259133333189/201810259133333189.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-10-23T00:00:00,,,,https://docquery.fec.gov/pdf/876/201810239130811876/201810239130811876.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-10-19T00:00:00,,,,https://docquery.fec.gov/pdf/994/201810199125781994/201810199125781994.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2018,2018-07-01,2018-09-30,2018-10-15T00:00:00,272484.51,623758.12,334615.55,https://docquery.fec.gov/pdf/669/201810159125010669/201810159125010669.pdf,OCTOBER QUARTERLY 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2018,2018-05-24,2018-06-30,2018-07-15T00:00:00,116796.26,41661.02,685889.16,https://docquery.fec.gov/pdf/903/201807159115628903/201807159115628903.pdf,JULY QUARTERLY 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-06-10T00:00:00,,,,https://docquery.fec.gov/pdf/691/201806109113655691/201806109113655691.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-06-07T00:00:00,,,,https://docquery.fec.gov/pdf/931/201806079113652931/201806079113652931.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-05-31T00:00:00,,,,https://docquery.fec.gov/pdf/495/201805319113626495/201805319113626495.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,PRE-PRIMARY,2018,2018-04-01,2018-05-23,2018-05-31T00:00:00,17676.08,9111.24,610753.92,https://docquery.fec.gov/pdf/767/201805319113629767/201805319113629767.pdf,PRE-PRIMARY 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2018,,,2018-05-26T00:00:00,,,,https://docquery.fec.gov/pdf/152/201805269113618152/201805269113618152.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2018,2018-01-01,2018-03-31,2018-04-15T00:00:00,43820.27,34577.0,602189.08,https://docquery.fec.gov/pdf/907/201804159108100907/201804159108100907.pdf,APRIL QUARTERLY 2018
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2017,2017-10-01,2017-12-31,2018-01-26T00:00:00,44864.46,43782.58,592945.81,https://docquery.fec.gov/pdf/541/201801269090659541/201801269090659541.pdf,YEAR-END 2017
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,OCTOBER QUARTERLY,2017,2017-07-01,2017-09-30,2017-10-15T00:00:00,61680.33,26468.73,591863.93,https://docquery.fec.gov/pdf/732/201710159075678732/201710159075678732.pdf,OCTOBER QUARTERLY 2017
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,JULY QUARTERLY,2017,2017-04-01,2017-06-30,2017-07-15T00:00:00,62992.02,40567.92,556652.33,https://docquery.fec.gov/pdf/670/201707159066674670/201707159066674670.pdf,JULY QUARTERLY 2017
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,APRIL QUARTERLY,2017,2017-01-01,2017-03-31,2017-04-15T00:00:00,51170.16,50235.53,534228.23,https://docquery.fec.gov/pdf/147/201704159052249147/201704159052249147.pdf,APRIL QUARTERLY 2017
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,YEAR-END,2016,2016-11-29,2016-12-31,2017-01-31T00:00:00,7670.51,16486.3,533293.6,https://docquery.fec.gov/pdf/999/201701319041592999/201701319041592999.pdf,YEAR-END 2016
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,POST-GENERAL,2016,2016-10-20,2016-11-28,2016-12-08T00:00:00,31601.47,36382.07,542109.39,https://docquery.fec.gov/pdf/387/201612089037769387/201612089037769387.pdf,POST-GENERAL 2016
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2016,,,2016-11-06T00:00:00,,,,https://docquery.fec.gov/pdf/323/201611069037127323/201611069037127323.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2016
"PINGREE, CHELLIE M",H8ME01120,House,01,C00433391,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2016,,,2016-11-04T00:00:00,,,,https://docquery.fec.gov/pdf/289/201611049037120289/201611049037120289.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2016
"PIANTIDOSI, ANDREW",H6ME01256,House,01,C00903724,,2026,,,2026-01-11T00:00:00,,,,https://docquery.fec.gov/pdf/112/202601110300335112/202601110300335112.pdf,Termination Approval 2026
"PIANTIDOSI, ANDREW",H6ME01256,House,01,C00903724,TERMINATION REPORT,2025,2025-10-01,2025-12-31,2026-01-06T00:00:00,0.0,0.0,0.0,https://docquery.fec.gov/pdf/718/202601069793907718/202601069793907718.pdf,TERMINATION REPORT 2025
"PIANTIDOSI, ANDREW",H6ME01256,House,01,C00903724,,2025,,,2025-10-09T00:00:00,,,,https://docquery.fec.gov/pdf/412/202510099790720412/202510099790720412.pdf,Miscellaneous Report to FEC 2025
"PIANTIDOSI, ANDREW",H6ME01256,House,01,C00903724,,2025,,,2025-07-04T00:00:00,,,,https://docquery.fec.gov/pdf/742/202507049762577742/202507049762577742.pdf,Miscellaneous Report to FEC 2025
"PIANTIDOSI, ANDREW",H6ME01256,House,01,C00903724,,2025,,,2025-04-29T00:00:00,,,,https://docquery.fec.gov/pdf/356/202504299757601356/202504299757601356.pdf,Statement of Organization 2025
"PIETROWICZ, JOSHUA JAMES",H6ME01298,House,01,C00932004,APRIL QUARTERLY,2026,2026-01-01,2026-03-31,2026-04-10T00:00:00,4107.5,3963.66,643.84,https://docquery.fec.gov/pdf/414/202604109857094414/202604109857094414.pdf,APRIL QUARTERLY 2026
"PIETROWICZ, JOSHUA JAMES",H6ME01298,House,01,C00932004,APRIL QUARTERLY,2026,2026-01-01,2026-03-31,2026-04-04T00:00:00,3701.0,3557.16,643.84,https://docquery.fec.gov/pdf/471/202604049856979471/202604049856979471.pdf,APRIL QUARTERLY 2026
"PIETROWICZ, JOSHUA JAMES",H6ME01298,House,01,C00932004,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-10T00:00:00,500.0,0.0,500.0,https://docquery.fec.gov/pdf/966/202601109793938966/202601109793938966.pdf,YEAR-END 2025
"PIETROWICZ, JOSHUA JAMES",H6ME01298,House,01,C00932004,,2025,,,2025-12-26T00:00:00,,,,https://docquery.fec.gov/pdf/271/202512269793858271/202512269793858271.pdf,Statement of Organization 2025
"LAFLAMME, ANDREA",S6ME00340,Senate,00,C00907261,JULY QUARTERLY,2025,2025-06-01,2025-06-30,2026-03-30T00:00:00,1500.0,1328.49,171.51,https://docquery.fec.gov/pdf/672/202603309856880672/202603309856880672.pdf,JULY QUARTERLY 2025
"LAFLAMME, ANDREA",S6ME00340,Senate,00,C00907261,,2026,,,2026-03-02T00:00:00,,,,https://docquery.fec.gov/pdf/676/202603029837878676/202603029837878676.pdf,Statement of Organization 2026
"LAFLAMME, ANDREA",S6ME00340,Senate,00,C00907261,,2025,,,2025-06-04T00:00:00,,,,https://docquery.fec.gov/pdf/865/202506049761861865/202506049761861865.pdf,Statement of Organization 2025
"ALCALA, NATASHA",S6ME00308,Senate,00,C00898080,,2025,,,2025-02-20T00:00:00,,,,https://docquery.fec.gov/pdf/268/202502209753516268/202502209753516268.pdf,Statement of Organization 2025
"COSTELLO, DAVID",S4ME00113,Senate,00,C00907881,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-12T00:00:00,81890.62,8785.52,87857.56,https://docquery.fec.gov/pdf/841/202601129793944841/202601129793944841.pdf,YEAR-END 2025
"COSTELLO, DAVID",S4ME00113,Senate,00,C00907881,OCTOBER QUARTERLY,2025,2024-12-28,2025-09-30,2025-10-14T00:00:00,19873.23,5120.77,14752.46,https://docquery.fec.gov/pdf/316/202510149790780316/202510149790780316.pdf,OCTOBER QUARTERLY 2025
"COSTELLO, DAVID",S4ME00113,Senate,00,C00907881,,2025,,,2025-07-23T00:00:00,,,,https://docquery.fec.gov/pdf/814/202507239764207814/202507239764207814.pdf,Miscellaneous Report to FEC 2025
"COSTELLO, DAVID",S4ME00113,Senate,00,C00907881,,2025,,,2025-07-16T00:00:00,,,,https://docquery.fec.gov/pdf/997/202507169763554997/202507169763554997.pdf,Statement of Organization 2025
"COSTELLO, DAVID",S4ME00113,Senate,00,C00907881,,2025,,,2025-06-10T00:00:00,,,,https://docquery.fec.gov/pdf/232/202506109762026232/202506109762026232.pdf,Statement of Organization 2025
"RICH, TIMOTHY",S6ME00415,Senate,00,C00935718,,2026,,,2026-01-21T00:00:00,,,,https://docquery.fec.gov/pdf/756/202601219794112756/202601219794112756.pdf,Statement of Organization 2026
"RODRIGUEZ, DAIRA",S6ME00365,Senate,00,C00916189,,2026,,,2026-02-04T00:00:00,,,,https://docquery.fec.gov/pdf/022/202602040300336022/202602040300336022.pdf,Termination Approval 2026
"RODRIGUEZ, DAIRA",S6ME00365,Senate,00,C00916189,TERMINATION REPORT,2025,2025-10-01,2025-12-31,2026-01-27T00:00:00,53750.0,209277.49,0.0,https://docquery.fec.gov/pdf/219/202601279794211219/202601279794211219.pdf,TERMINATION REPORT 2025
"RODRIGUEZ, DAIRA",S6ME00365,Senate,00,C00916189,,2025,,,2025-12-08T00:00:00,,,,https://docquery.fec.gov/pdf/078/202512290300515078/202512290300515078.pdf,Miscellaneous Report to FEC 2025
"RODRIGUEZ, DAIRA",S6ME00365,Senate,00,C00916189,OCTOBER QUARTERLY,2025,2025-08-15,2025-09-30,2025-10-15T00:00:00,188832.34,33304.85,155527.49,https://docquery.fec.gov/pdf/645/202510159791111645/202510159791111645.pdf,OCTOBER QUARTERLY 2025
"RODRIGUEZ, DAIRA",S6ME00365,Senate,00,C00916189,,2025,,,2025-08-15T00:00:00,,,,https://docquery.fec.gov/pdf/766/202508159789485766/202508159789485766.pdf,Statement of Organization 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,YEAR-END,2025,2025-10-01,2025-12-31,2026-02-17T00:00:00,,,,https://docquery.fec.gov/pdf/505/202602170300338505/202602170300338505.pdf,RFAI: YEAR-END 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2026-01-29T00:00:00,17759.71,21259.71,-3500.0,https://docquery.fec.gov/pdf/832/202601299794392832/202601299794392832.pdf,OCTOBER QUARTERLY 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2026-01-29T00:00:00,0.0,0.0,0.0,https://docquery.fec.gov/pdf/485/202601299794390485/202601299794390485.pdf,JULY QUARTERLY 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-07-24T00:00:00,0.0,0.0,0.0,https://docquery.fec.gov/pdf/607/202507249764211607/202507249764211607.pdf,JULY QUARTERLY 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,,2025,,,2025-07-18T00:00:00,,,,https://docquery.fec.gov/pdf/392/202507189763623392/202507189763623392.pdf,Miscellaneous Report to FEC 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,,2025,,,2025-07-17T00:00:00,,,,https://docquery.fec.gov/pdf/774/202507179763575774/202507179763575774.pdf,Miscellaneous Report to FEC 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,,2025,,,2025-07-16T00:00:00,,,,https://docquery.fec.gov/pdf/761/202507169763549761/202507169763549761.pdf,Miscellaneous Report to FEC 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,,2025,,,2025-07-15T00:00:00,,,,https://docquery.fec.gov/pdf/564/202507159763542564/202507159763542564.pdf,Miscellaneous Report to FEC 2025
"CALABRESE, CARMEM VINCENT MR.",S6ME00316,Senate,00,C00902759,,2025,,,2025-07-15T00:00:00,,,,https://docquery.fec.gov/pdf/539/202507159763542539/202507159763542539.pdf,Miscellaneous Report to FEC 2025
